step,x,y,segment_length,cumulative_length
562,71,40,2.0,835.8085529649832
563,70,40,1.0,836.8085529649832
564,69,41,1.4142135623730951,838.2227665273563
565,68,41,1.0,839.2227665273563
566,68,40,1.0,840.2227665273563
567,67,40,1.0,841.2227665273563
568,67,41,1.0,842.2227665273563
569,67,43,2.0,844.2227665273563
570,69,42,2.23606797749979,846.4588345048561
571,69,44,2.0,848.4588345048561
572,68,45,1.4142135623730951,849.8730480672292
573,71,46,3.1622776601683795,853.0353257273975
574,72,45,1.4142135623730951,854.4495392897707
575,73,45,1.0,855.4495392897707
576,73,46,1.0,856.4495392897707
577,74,46,1.0,857.4495392897707
578,74,47,1.0,858.4495392897707
579,75,47,1.0,859.4495392897707
580,75,46,1.0,860.4495392897707
581,76,46,1.0,861.4495392897707
582,76,45,1.0,862.4495392897707
583,75,45,1.0,863.4495392897707
584,75,43,2.0,865.4495392897707
585,75,42,1.0,866.4495392897707
586,76,41,1.4142135623730951,867.8637528521438
587,76,40,1.0,868.8637528521438
588,77,40,1.0,869.8637528521438
589,78,40,1.0,870.8637528521438
590,78,39,1.0,871.8637528521438
591,78,38,1.0,872.8637528521438
592,77,38,1.0,873.8637528521438
593,76,37,1.4142135623730951,875.2779664145169
594,75,37,1.0,876.2779664145169
595,74,37,1.0,877.2779664145169
596,74,36,1.0,878.2779664145169
597,73,36,1.0,879.2779664145169
598,72,37,1.4142135623730951,880.69217997689
599,71,37,1.0,881.69217997689
600,71,38,1.0,882.69217997689
601,70,38,1.0,883.69217997689
602,72,38,2.0,885.69217997689
603,73,38,1.0,886.69217997689
604,74,38,1.0,887.69217997689
605,74,39,1.0,888.69217997689
606,74,40,1.0,889.69217997689
607,73,41,1.4142135623730951,891.1063935392631
608,72,40,1.4142135623730951,892.5206071016362
609,72,39,1.0,893.5206071016362
610,73,39,1.0,894.5206071016362
611,75,38,2.23606797749979,896.756675079136
612,76,39,1.4142135623730951,898.1708886415091
613,79,39,3.0,901.1708886415091
614,79,38,1.0,902.1708886415091
615,79,37,1.0,903.1708886415091
616,80,37,1.0,904.1708886415091
617,81,37,1.0,905.1708886415091
618,81,36,1.0,906.1708886415091
619,81,35,1.0,907.1708886415091
620,82,35,1.0,908.1708886415091
621,82,36,1.0,909.1708886415091
622,83,37,1.4142135623730951,910.5851022038822
623,84,37,1.0,911.5851022038822
624,85,36,1.4142135623730951,912.9993157662553
625,86,36,1.0,913.9993157662553
626,86,35,1.0,914.9993157662553
627,85,34,1.4142135623730951,916.4135293286284
628,85,33,1.0,917.4135293286284
629,84,33,1.0,918.4135293286284
630,84,32,1.0,919.4135293286284
631,84,31,1.0,920.4135293286284
632,85,31,1.0,921.4135293286284
633,86,30,1.4142135623730951,922.8277428910015
634,87,30,1.0,923.8277428910015
635,87,29,1.0,924.8277428910015
636,88,29,1.0,925.8277428910015
637,89,29,1.0,926.8277428910015
638,89,28,1.0,927.8277428910015
639,89,27,1.0,928.8277428910015
640,89,26,1.0,929.8277428910015
641,90,26,1.0,930.8277428910015
642,90,25,1.0,931.8277428910015
643,90,24,1.0,932.8277428910015
644,91,24,1.0,933.8277428910015
645,92,25,1.4142135623730951,935.2419564533747
646,93,26,1.4142135623730951,936.6561700157478
647,93,27,1.0,937.6561700157478
648,94,27,1.0,938.6561700157478
649,94,26,1.0,939.6561700157478
650,94,25,1.0,940.6561700157478
651,94,24,1.0,941.6561700157478
652,94,23,1.0,942.6561700157478
653,93,23,1.0,943.6561700157478
654,93,22,1.0,944.6561700157478
655,94,22,1.0,945.6561700157478
656,95,22,1.0,946.6561700157478
657,95,23,1.0,947.6561700157478
658,95,24,1.0,948.6561700157478
659,93,24,2.0,950.6561700157478
660,95,26,2.8284271247461903,953.484597140494
661,95,28,2.0,955.484597140494
662,95,29,1.0,956.484597140494
663,94,30,1.4142135623730951,957.8988107028671
664,94,31,1.0,958.8988107028671
665,93,31,1.0,959.8988107028671
666,93,32,1.0,960.8988107028671
667,93,33,1.0,961.8988107028671
668,93,34,1.0,962.8988107028671
669,94,34,1.0,963.8988107028671
670,95,34,1.0,964.8988107028671
671,95,35,1.0,965.8988107028671
672,95,36,1.0,966.8988107028671
673,94,36,1.0,967.8988107028671
674,94,35,1.0,968.8988107028671
675,93,35,1.0,969.8988107028671
676,92,34,1.4142135623730951,971.3130242652402
677,92,36,2.0,973.3130242652402
678,91,36,1.0,974.3130242652402
679,90,36,1.0,975.3130242652402
680,90,35,1.0,976.3130242652402
681,89,35,1.0,977.3130242652402
682,89,36,1.0,978.3130242652402
683,88,36,1.0,979.3130242652402
684,87,36,1.0,980.3130242652402
685,87,37,1.0,981.3130242652402
686,86,37,1.0,982.3130242652402
687,86,38,1.0,983.3130242652402
688,85,38,1.0,984.3130242652402
689,84,39,1.4142135623730951,985.7272378276133
690,84,40,1.0,986.7272378276133
691,84,41,1.0,987.7272378276133
692,85,41,1.0,988.7272378276133
693,85,42,1.0,989.7272378276133
694,84,42,1.0,990.7272378276133
695,83,42,1.0,991.7272378276133
696,83,41,1.0,992.7272378276133
697,83,40,1.0,993.7272378276133
698,82,38,2.23606797749979,995.9633058051131
699,81,38,1.0,996.9633058051131
700,80,38,1.0,997.9633058051131
701,79,40,2.23606797749979,1000.199373782613
702,79,43,3.0,1003.199373782613
703,81,44,2.23606797749979,1005.4354417601128
704,82,44,1.0,1006.4354417601128
705,83,44,1.0,1007.4354417601128
706,83,43,1.0,1008.4354417601128
707,81,45,2.8284271247461903,1011.263868884859
708,80,46,1.4142135623730951,1012.6780824472321
709,79,46,1.0,1013.6780824472321
710,77,46,2.0,1015.6780824472321
711,72,49,5.830951894845301,1021.5090343420774
712,68,39,10.770329614269007,1032.2793639563463
713,75,36,7.615773105863909,1039.89513706221
714,76,36,1.0,1040.89513706221
715,76,35,1.0,1041.89513706221
716,77,35,1.0,1042.89513706221
717,78,35,1.0,1043.89513706221
718,79,35,1.0,1044.89513706221
719,78,36,1.4142135623730951,1046.3093506245832
720,76,34,2.8284271247461903,1049.1377777493294
721,77,33,1.4142135623730951,1050.5519913117025
722,78,33,1.0,1051.5519913117025
723,78,32,1.0,1052.5519913117025
724,80,31,2.23606797749979,1054.7880592892022
725,81,31,1.0,1055.7880592892022
726,81,30,1.0,1056.7880592892022
727,82,30,1.0,1057.7880592892022
728,83,30,1.0,1058.7880592892022
729,84,29,1.4142135623730951,1060.2022728515753
730,84,28,1.0,1061.2022728515753
731,86,28,2.0,1063.2022728515753
732,87,28,1.0,1064.2022728515753
733,87,27,1.0,1065.2022728515753
734,88,27,1.0,1066.2022728515753
735,88,28,1.0,1067.2022728515753
736,90,27,2.23606797749979,1069.438340829075
737,91,27,1.0,1070.438340829075
